"","gameId2022091104","gameId2022091802","gameId2022092504","gameId2022100205","gameId2022100905","gameId2022102303","gameId2022103003","gameId2022110603","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","receiverAlignment1x1","receiverAlignment2x0","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x0","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_43290","nflId_43305","nflId_44930","nflId_46089","nflId_46130","nflId_47791","nflId_52443","nflId_52483","nflId_52529","nflId_53436","nflId_53541","nflId_44947","nflId_53959","nflId_48455","nflId_53739","nflId_43584","nflId_52574","nflId_45721","nflId_46679","nflId_48707","nflId_48680","nflId_46320","nflId_54642","nflId_54428","nflId_53941","nflId_55169","diferencia","yardlineSide_modcentro","yardlineSide_modDET","yardlineSide_modrival","isDropback"
"76",0,0,0,0,1,0,0,0,0,0.333333333333333,0.172413793103448,0.795918367346939,0.602040816326531,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.837597330367075,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.568627450980392,0,1,0,1
"77",1,0,0,0,0,0,0,0,0,0,0.310344827586207,0.510204081632653,0.255102040816327,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.908787541713014,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568627450980392,0,0,1,0
"78",0,0,0,0,0,0,1,0,1,0,0.310344827586207,0.816326530612245,0.591836734693878,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.39265850945495,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.490196078431373,0,1,0,0
"79",0,0,1,0,0,0,0,0,1,0.666666666666667,0.310344827586207,1,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.017797552836485,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.490196078431373,1,0,0,1
"80",0,0,1,0,0,0,0,0,1,0.333333333333333,0.103448275862069,0.551020408163265,0.724489795918367,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.480533926585095,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.627450980392157,0,1,0,0
"81",0,0,0,0,1,0,0,0,1,0.333333333333333,0.310344827586207,0.469387755102041,0.23469387755102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.241379310344828,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1
"82",0,0,0,0,0,0,0,1,0.666666666666667,0,0.310344827586207,0.591836734693878,0.295918367346939,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.303670745272525,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.607843137254902,0,1,0,0
"83",0,0,1,0,0,0,0,0,0.333333333333333,0.666666666666667,0.241379310344828,0.836734693877551,0.581632653061224,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.385984427141268,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.705882352941177,0,1,0,1
"84",0,0,0,0,1,0,0,0,0.333333333333333,0.333333333333333,0.206896551724138,0.591836734693878,0.704081632653061,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.351501668520578,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.450980392156863,0,0,1,0
"85",0,1,0,0,0,0,0,0,0.333333333333333,0,0.310344827586207,0.693877551020408,0.346938775510204,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0.803921568627451,0,0,1,1
"86",0,0,0,0,1,0,0,0,1,0.333333333333333,0.310344827586207,0.795918367346939,0.397959183673469,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.692992213570634,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.0588235294117647,0,0,1,1
"87",0,0,0,1,0,0,0,0,0,0,0.310344827586207,0.959183673469388,0.479591836734694,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0533926585094549,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.411764705882353,0,0,1,1
"88",0,0,0,0,1,0,0,0,0.666666666666667,0.666666666666667,0.0344827586206897,0.673469387755102,0.663265306122449,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.449388209121246,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.196078431372549,0,0,1,1
"89",1,0,0,0,0,0,0,0,0,0,0.310344827586207,0.489795918367347,0.755102040816326,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568627450980392,0,1,0,1
"90",1,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.241379310344828,0.857142857142857,0.428571428571429,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.526140155728587,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.235294117647059,0,1,0,1
"91",0,0,0,0,0,0,0,1,0.333333333333333,0.333333333333333,0.137931034482759,0.26530612244898,0.86734693877551,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0645161290322581,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.568627450980392,0,0,1,0
"92",0,0,0,0,0,1,0,0,1,0.666666666666667,0.379310344827586,0.836734693877551,0.581632653061224,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.565072302558398,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0.490196078431373,0,1,0,1
"93",1,0,0,0,0,0,0,0,0.666666666666667,0,0.310344827586207,0.775510204081633,0.612244897959184,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.483870967741935,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.235294117647059,0,0,1,1
"94",0,0,0,0,0,0,1,0,0,0.333333333333333,0.310344827586207,0.489795918367347,0.244897959183673,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0467185761957731,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.705882352941177,0,1,0,1
"95",0,1,0,0,0,0,0,0,1,0,0.310344827586207,0.204081632653061,0.102040816326531,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.471635150166852,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.725490196078431,0,0,1,1
"96",0,0,0,1,0,0,0,0,1,0,0.310344827586207,0.489795918367347,0.755102040816326,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.635150166852058,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0.372549019607843,0,1,0,1
"97",1,0,0,0,0,0,0,0,0.666666666666667,0,0.310344827586207,0.489795918367347,0.244897959183673,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.111234705228031,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294117647059,0,1,0,0
"98",0,0,0,1,0,0,0,0,0.333333333333333,0,0.482758620689655,0.63265306122449,0.683673469387755,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.933259176863181,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0.411764705882353,0,0,1,0
"99",0,0,0,0,0,0,1,0,0.333333333333333,0,0.137931034482759,0.0816326530612245,0.0408163265306122,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.954393770856507,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.705882352941177,0,0,1,0
"100",0,0,0,1,0,0,0,0,0.333333333333333,0.666666666666667,0.448275862068966,0.612244897959184,0.693877551020408,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.886540600667408,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0.411764705882353,0,0,1,1
"101",0,0,0,0,0,0,1,0,1,1,0,0.693877551020408,0.346938775510204,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.197997775305895,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.490196078431373,0,0,1,1
"102",0,0,0,0,0,0,1,0,1,0.666666666666667,0.275862068965517,0.530612244897959,0.73469387755102,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.868743047830923,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.490196078431373,0,1,0,1
"103",1,0,0,0,0,0,0,0,0,0.333333333333333,0.655172413793103,0.489795918367347,0.244897959183673,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.82091212458287,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568627450980392,0,0,1,0
"104",0,0,0,1,0,0,0,0,0.666666666666667,0.333333333333333,0.310344827586207,0.714285714285714,0.357142857142857,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.837597330367075,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0.254901960784314,0,1,0,1
"105",0,1,0,0,0,0,0,0,0,0.666666666666667,0.379310344827586,0.448979591836735,0.224489795918367,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.956618464961068,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.568627450980392,0,1,0,1
"106",0,0,1,0,0,0,0,0,0,0,0.310344827586207,0.387755102040816,0.193877551020408,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.995550611790879,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.568627450980392,0,1,0,0
"107",0,0,1,0,0,0,0,0,0.666666666666667,0.666666666666667,0.310344827586207,0.836734693877551,0.418367346938776,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0422691879866518,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.764705882352941,0,1,0,1
"108",0,0,0,0,0,0,0,1,0.666666666666667,0,0.310344827586207,0.897959183673469,0.551020408163265,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.166852057842047,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.607843137254902,0,0,1,0
"109",0,0,0,0,0,0,0,1,0,0,0.310344827586207,0.387755102040816,0.806122448979592,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.28698553948832,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.568627450980392,0,1,0,0
"110",0,0,0,0,0,0,1,0,1,0.333333333333333,0.0344827586206897,0.387755102040816,0.806122448979592,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.522803114571746,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.490196078431373,0,1,0,0
"111",1,0,0,0,0,0,0,0,1,0.666666666666667,0.137931034482759,0.959183673469388,0.479591836734694,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.368186874304783,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372549019607843,0,0,1,1
"112",0,1,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.241379310344828,0.673469387755102,0.336734693877551,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.556173526140156,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.862745098039216,0,1,0,1
"113",0,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,0.310344827586207,0.469387755102041,0.76530612244898,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0233592880978865,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0588235294117647,0,0,1,1
"114",0,0,0,0,0,0,1,0,1,0,0.310344827586207,0.224489795918367,0.887755102040816,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.553948832035595,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.490196078431373,0,1,0,1
"115",0,0,0,0,0,0,1,0,0.333333333333333,0,0.310344827586207,0.857142857142857,0.428571428571429,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.618464961067853,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.705882352941177,0,0,1,1
"116",0,0,0,0,0,0,1,0,0.333333333333333,0,0.310344827586207,0.612244897959184,0.306122448979592,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.563959955506118,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.705882352941177,0,0,1,1
"117",0,0,0,0,1,0,0,0,0,0,0.310344827586207,0.489795918367347,0.755102040816326,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.585094549499444,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.509803921568627,0,1,0,1
"118",0,0,1,0,0,0,0,0,1,0.333333333333333,0.206896551724138,0.714285714285714,0.357142857142857,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.25139043381535,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0.627450980392157,0,0,1,1
"119",0,0,0,0,0,0,0,1,0.333333333333333,0.666666666666667,0.275862068965517,0.408163265306122,0.204081632653061,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.896551724137931,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0.568627450980392,0,1,0,1
"120",0,0,0,0,0,1,0,0,0.333333333333333,0,0.310344827586207,0.306122448979592,0.846938775510204,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0789766407119021,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.627450980392157,0,1,0,0
"121",0,0,0,0,0,1,0,0,0.333333333333333,0.666666666666667,0.482758620689655,0.612244897959184,0.693877551020408,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.350389321468298,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.627450980392157,0,1,0,1
"122",0,0,0,0,0,0,0,1,0.333333333333333,0,0.310344827586207,0.591836734693878,0.704081632653061,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.14349276974416,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.568627450980392,0,0,1,0
"123",0,0,0,0,0,0,0,1,0.333333333333333,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0300333704115684,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0.568627450980392,0,0,1,0
"124",0,0,0,0,0,0,0,1,0.666666666666667,0.666666666666667,0,0.775510204081633,0.387755102040816,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.220244716351502,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.607843137254902,0,1,0,0
"125",0,0,0,0,0,0,0,1,0.666666666666667,0,0.310344827586207,0.224489795918367,0.112244897959184,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.616240266963292,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.725490196078431,0,1,0,1
"126",0,0,0,0,1,0,0,0,0,0,0.310344827586207,0.714285714285714,0.642857142857143,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.880978865406007,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.568627450980392,0,1,0,0
"127",0,0,0,0,1,0,0,0,0.666666666666667,0,0.310344827586207,0.959183673469388,0.479591836734694,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.568409343715239,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.196078431372549,0,1,0,1
"128",0,0,1,0,0,0,0,0,0,1,0.137931034482759,0.63265306122449,0.683673469387755,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.479421579532814,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.568627450980392,0,0,1,1
"129",0,0,0,0,0,0,1,0,0.333333333333333,0.666666666666667,0.310344827586207,0.612244897959184,0.306122448979592,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.517241379310345,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.705882352941177,0,0,1,1
"130",0,0,0,0,0,1,0,0,0.333333333333333,0,0.310344827586207,0.816326530612245,0.591836734693878,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.741935483870968,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0.568627450980392,0,1,0,0
"131",0,0,1,0,0,0,0,0,0.666666666666667,0,0.310344827586207,0.918367346938776,0.459183673469388,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.843159065628476,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.568627450980392,0,1,0,1
"132",0,0,0,0,0,0,1,0,0,0,0.310344827586207,0.489795918367347,0.244897959183673,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0545050055617353,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.705882352941177,0,1,0,1
"133",0,1,0,0,0,0,0,0,0,0.333333333333333,0.310344827586207,0.346938775510204,0.826530612244898,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.156840934371524,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.666666666666667,0,0,1,0
"134",0,1,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0.63265306122449,0.683673469387755,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.768631813125695,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0.862745098039216,0,1,0,0
"135",0,0,0,0,1,0,0,0,0.333333333333333,0,0.310344827586207,1,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.50166852057842,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.450980392156863,1,0,0,0
"136",0,0,0,0,1,0,0,0,0,0,0.310344827586207,0.489795918367347,0.755102040816326,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568627450980392,0,1,0,0
"137",0,0,1,0,0,0,0,0,0.666666666666667,1,0.0344827586206897,0.918367346938776,0.540816326530612,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.711902113459399,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.568627450980392,0,0,1,1
"138",1,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.310344827586207,0.448979591836735,0.775510204081633,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.419354838709677,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294117647059,0,0,1,0
"139",0,0,0,0,0,1,0,0,0.666666666666667,0,0.310344827586207,0.979591836734694,0.489795918367347,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0100111234705228,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0.490196078431373,0,1,0,0
"140",0,0,0,0,0,1,0,0,0,0.333333333333333,0.206896551724138,0.938775510204082,0.530612244897959,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.813125695216908,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0.568627450980392,0,0,1,0
"141",0,0,0,0,0,1,0,0,1,0,0.310344827586207,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.183537263626251,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0.352941176470588,0,1,0,1
"142",0,0,1,0,0,0,0,0,0.666666666666667,0.333333333333333,0,0.816326530612245,0.408163265306122,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.889877641824249,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.568627450980392,0,1,0,0
"143",0,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,0.206896551724138,0.775510204081633,0.612244897959184,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.488320355951057,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.196078431372549,0,0,1,0
"144",0,0,0,1,0,0,0,0,0,0,0.310344827586207,0.816326530612245,0.591836734693878,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.157953281423804,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.411764705882353,0,1,0,0
"145",0,0,0,0,0,0,0,1,0.666666666666667,0.333333333333333,0.206896551724138,0.653061224489796,0.326530612244898,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.268075639599555,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0.607843137254902,0,1,0,0
"146",0,0,1,0,0,0,0,0,0,1,0,0.897959183673469,0.551020408163265,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.124582869855395,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.705882352941177,0,0,1,0
"147",0,0,0,0,0,1,0,0,0.666666666666667,0,0.310344827586207,0.387755102040816,0.193877551020408,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.291434927697442,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0.490196078431373,0,1,0,0
"148",0,0,0,0,1,0,0,0,0.666666666666667,1,0.0344827586206897,0.673469387755102,0.663265306122449,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.444938820912125,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.196078431372549,0,0,1,1
"149",0,0,0,0,0,0,1,0,0.333333333333333,0.333333333333333,0.0344827586206897,0.63265306122449,0.316326530612245,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0255839822024472,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.705882352941177,0,0,1,1
"150",0,1,0,0,0,0,0,0,0,0,0.310344827586207,0.857142857142857,0.428571428571429,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.423804226918799,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.627450980392157,0,1,0,0
"151",0,0,0,0,0,1,0,0,1,0,0.310344827586207,0.448979591836735,0.224489795918367,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.912124582869855,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0.490196078431373,0,0,1,0
"152",0,0,0,1,0,0,0,0,0.666666666666667,0.333333333333333,0.206896551724138,0.979591836734694,0.489795918367347,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.442714126807564,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0.254901960784314,0,1,0,0
"153",0,0,0,0,0,0,0,1,0.666666666666667,0,0.310344827586207,0.306122448979592,0.846938775510204,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0533926585094549,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0.607843137254902,0,0,1,0
