"","gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_41264","nflId_42347","nflId_43380","nflId_44841","nflId_44870","nflId_44898","nflId_46104","nflId_46235","nflId_52418","nflId_52595","nflId_53539","nflId_54564","nflId_52523","nflId_53640","nflId_53520","nflId_45798","nflId_42503","nflId_43444","nflId_43297","nflId_53897","nflId_47901","nflId_45339","nflId_54667","nflId_47605","diferencia","yardlineSide_mod","isDropback"
"129",2022100201,2,2,2,29,81,"I_FORM","2x0",11.15,"3-6 min","visitante",1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-10,"rival",FALSE
"130",2022102300,1,1,10,25,35,"SINGLEBACK","2x2",15,"0-3 min","visitante",1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,"CLE",FALSE
"131",2022091801,3,1,10,20,30,"SHOTGUN","3x1",14.9333333333333,"0-3 min","local",1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"CLE",FALSE
"132",2022103100,3,1,9,9,101,"SINGLEBACK","2x0",9.71666666666667,"3-6 min","local",1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,11,"rival",FALSE
"133",2022100201,3,3,2,35,75,"SHOTGUN","3x1",5.4,"9-12 min","visitante",1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"rival",FALSE
"134",2022102300,1,1,8,8,102,"SINGLEBACK","2x1",9.08333333333333,"3-6 min","visitante",1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,"rival",FALSE
"135",2022100201,3,1,10,37,47,"SINGLEBACK","2x2",10.6,"3-6 min","visitante",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"CLE",FALSE
"136",2022101601,2,1,10,13,23,"SHOTGUN","2x2",11.5833333333333,"3-6 min","local",1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,"CLE",FALSE
"137",2022101601,2,4,1,18,92,"SINGLEBACK","3x1",14,"0-3 min","local",1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"rival",FALSE
"138",2022091101,4,1,10,34,44,"SINGLEBACK","3x1",10.0333333333333,"3-6 min","visitante",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,"rival",FALSE
"139",2022103100,4,2,11,34,76,"SINGLEBACK","3x0",11.1833333333333,"3-6 min","local",1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,19,"CLE",FALSE
"140",2022100902,4,1,10,35,75,"SHOTGUN","2x2",0.783333333333333,"12-15 min","local",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,"rival",FALSE
"141",2022091801,4,1,10,28,38,"SINGLEBACK","2x1",2.25,"12-15 min","local",1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,7,"rival",FALSE
"142",2022103100,1,1,10,35,45,"SINGLEBACK","2x1",8.93333333333333,"6-9 min","local",1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,"rival",FALSE
"143",2022100201,4,3,1,46,56,"SINGLEBACK","2x2",1.68333333333333,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-3,"rival",FALSE
"144",2022091101,1,3,3,36,46,"SHOTGUN","3x1",9.43333333333333,"3-6 min","visitante",1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"145",2022091101,3,4,1,48,58,"I_FORM","2x1",11.6833333333333,"3-6 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,"CLE",FALSE
"146",2022101601,4,3,8,34,44,"SHOTGUN","3x1",2.75,"12-15 min","local",1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,-23,"CLE",TRUE
"147",2022091101,2,2,8,40,70,"SHOTGUN","2x2",11.6666666666667,"3-6 min","visitante",1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"148",2022103100,2,3,12,36,74,"SHOTGUN","3x1",1.93333333333333,"12-15 min","local",1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,8,"rival",TRUE
"149",2022103100,3,3,7,40,50,"SHOTGUN","3x1",12.4833333333333,"0-3 min","local",1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,11,"CLE",TRUE
"150",2022091101,4,2,12,38,72,"SHOTGUN","3x1",0.783333333333333,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,"CLE",TRUE
"151",2022103100,2,1,8,8,102,"SHOTGUN","2x1",5.61666666666667,"9-12 min","local",1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,"rival",TRUE
"152",2022102300,2,3,20,50,60,"SHOTGUN","3x1",0.716666666666667,"12-15 min","visitante",1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-3,"centro",TRUE
"153",2022100201,2,3,1,43,67,"SINGLEBACK","3x1",1.41666666666667,"12-15 min","visitante",1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-3,"rival",TRUE
"154",2022091801,2,1,10,21,31,"SINGLEBACK","3x1",3.4,"9-12 min","local",1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"CLE",FALSE
"156",2022102300,2,1,10,40,50,"SHOTGUN","3x1",1.01666666666667,"12-15 min","visitante",1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,-3,"rival",TRUE
"157",2022091101,4,3,9,44,66,"SHOTGUN","3x1",2.43333333333333,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,"CLE",TRUE
"158",2022091101,3,1,10,35,75,"SINGLEBACK","2x1",10.3833333333333,"3-6 min","visitante",1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,10,"rival",FALSE
"159",2022100902,4,1,10,34,44,"SINGLEBACK","2x2",8.88333333333333,"6-9 min","local",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,"CLE",FALSE
"160",2022102300,4,2,7,23,87,"SHOTGUN","3x1",0.2,"12-15 min","visitante",1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,-3,"CLE",TRUE
"161",2022091101,2,3,2,46,56,"SHOTGUN","3x1",6.16666666666667,"6-9 min","visitante",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,"CLE",FALSE
"162",2022092200,4,1,10,23,87,"SINGLEBACK","3x1",13.5166666666667,"0-3 min","local",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,"rival",FALSE
"163",2022102300,1,2,5,30,40,"SINGLEBACK","3x1",14.4,"0-3 min","visitante",1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"CLE",TRUE
"164",2022101601,4,1,10,20,90,"SHOTGUN","3x1",6.83333333333333,"6-9 min","local",1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-15,"rival",FALSE
"165",2022091801,3,3,10,20,30,"SHOTGUN","3x1",4.73333333333333,"9-12 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,"CLE",TRUE
"166",2022091801,3,3,1,29,39,"I_FORM","2x0",13.5666666666667,"0-3 min","local",1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"CLE",FALSE
"167",2022103100,3,2,10,34,76,"SINGLEBACK","2x2",4.61666666666667,"9-12 min","local",1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,18,"rival",TRUE
"168",2022091101,2,1,9,9,101,"SINGLEBACK","2x1",0.666666666666667,"12-15 min","visitante",1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,7,"rival",TRUE
"169",2022102300,4,2,10,16,94,"SHOTGUN","2x2",3.16666666666667,"9-12 min","visitante",1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,-3,"CLE",FALSE
"170",2022091101,1,1,10,43,53,"SHOTGUN","3x1",10.6666666666667,"3-6 min","visitante",1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"171",2022091101,2,3,8,46,56,"SHOTGUN","3x1",14.1166666666667,"0-3 min","visitante",1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"CLE",TRUE
"172",2022102300,1,2,7,15,95,"EMPTY","3x2",11.2666666666667,"3-6 min","visitante",1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"rival",TRUE
"173",2022100201,4,2,10,48,58,"SHOTGUN","3x1",4.55,"9-12 min","visitante",1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"rival",FALSE
"174",2022091101,2,2,19,13,23,"SHOTGUN","3x1",8.53333333333333,"6-9 min","visitante",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,"CLE",TRUE
"175",2022100201,1,1,10,31,41,"EMPTY","3x2",12.6166666666667,"0-3 min","visitante",1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,"rival",TRUE
"176",2022102300,2,1,10,37,73,"SHOTGUN","2x2",1.21666666666667,"12-15 min","visitante",1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-3,"CLE",TRUE
"177",2022100201,2,4,1,39,71,"JUMBO","2x2",12.5833333333333,"0-3 min","visitante",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-10,"rival",FALSE
"178",2022091801,3,1,10,31,41,"SINGLEBACK","2x2",12.9,"0-3 min","local",1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"CLE",TRUE
"179",2022091801,4,2,11,24,86,"SHOTGUN","3x1",13.6833333333333,"0-3 min","local",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"CLE",FALSE
"180",2022101601,2,3,7,49,61,"SHOTGUN","3x1",8.05,"6-9 min","local",1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,"rival",TRUE
"181",2022100201,2,1,10,37,73,"SINGLEBACK","2x2",11.8833333333333,"3-6 min","visitante",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-10,"rival",TRUE
"182",2022103100,1,1,10,16,94,"SINGLEBACK","2x1",10.7833333333333,"3-6 min","local",1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,"CLE",FALSE
"183",2022092200,2,1,10,12,22,"EMPTY","3x2",3.75,"9-12 min","local",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,"CLE",TRUE
"184",2022100201,1,1,10,25,85,"SINGLEBACK","3x1",14.9,"0-3 min","visitante",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"CLE",TRUE
"185",2022100201,1,4,3,4,14,"SHOTGUN","2x2",10.5,"3-6 min","visitante",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"rival",TRUE
"186",2022100201,2,3,11,11,99,"EMPTY","3x2",0.266666666666667,"12-15 min","visitante",1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-3,"rival",TRUE
"187",2022091801,1,1,10,10,100,"SINGLEBACK","2x2",13.5333333333333,"0-3 min","local",1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"CLE",TRUE
"188",2022092200,4,2,7,47,63,"SINGLEBACK","2x1",6.45,"6-9 min","local",1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9,"rival",FALSE
"189",2022100902,4,1,10,44,66,"SINGLEBACK","2x1",6.13333333333333,"6-9 min","local",1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-2,"rival",TRUE
"190",2022092200,3,3,1,18,28,"SINGLEBACK","2x2",3.4,"9-12 min","local",1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-1,"rival",FALSE
"191",2022103100,3,1,10,37,47,"SHOTGUN","3x1",13.5,"0-3 min","local",1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,11,"CLE",FALSE
"192",2022103100,3,2,4,4,106,"SHOTGUN","3x1",3.23333333333333,"9-12 min","local",1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,18,"rival",TRUE
"193",2022101601,3,3,9,37,73,"EMPTY","3x2",9.41666666666667,"3-6 min","local",1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,-11,"CLE",TRUE
"194",2022091801,4,1,10,34,44,"I_FORM","2x0",6.06666666666667,"6-9 min","local",1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,7,"rival",FALSE
"195",2022092200,1,1,10,25,85,"SINGLEBACK","2x1",15,"0-3 min","local",1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"CLE",FALSE
"196",2022091801,2,1,10,45,65,"SINGLEBACK","3x1",11.25,"3-6 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"197",2022101601,2,1,10,27,37,"SINGLEBACK","3x1",10.3166666666667,"3-6 min","local",1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,"CLE",FALSE
"198",2022091101,4,1,10,50,60,"SINGLEBACK","2x1",10.75,"3-6 min","visitante",1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,6,"centro",FALSE
"199",2022100902,1,2,7,20,30,"SHOTGUN","3x1",5.2,"9-12 min","local",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,"rival",TRUE
"200",2022092200,4,2,7,42,52,"EMPTY","3x2",7.9,"6-9 min","local",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,"CLE",TRUE
"201",2022092200,2,2,9,19,91,"SHOTGUN","3x1",10.35,"3-6 min","local",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"rival",TRUE
"202",2022091101,1,2,8,47,63,"SINGLEBACK","3x1",4.23333333333333,"9-12 min","visitante",1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"CLE",FALSE
"203",2022100902,1,3,7,28,82,"SHOTGUN","3x1",1.61666666666667,"12-15 min","local",1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,"CLE",TRUE
"204",2022100902,1,1,10,25,85,"SINGLEBACK","3x1",2.38333333333333,"12-15 min","local",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,"CLE",FALSE
"205",2022102300,2,3,19,3,107,"SINGLEBACK","3x1",12.7,"0-3 min","visitante",1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,7,"CLE",FALSE
"206",2022091101,4,2,8,27,83,"SINGLEBACK","3x1",12.1833333333333,"0-3 min","visitante",1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,"CLE",TRUE
"207",2022091801,4,1,10,40,50,"SINGLEBACK","3x1",11.95,"3-6 min","local",1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"208",2022091101,3,3,7,29,39,"SHOTGUN","3x1",14.1833333333333,"0-3 min","visitante",1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,"CLE",TRUE
"209",2022102300,1,1,10,44,54,"SINGLEBACK","2x2",13.7166666666667,"0-3 min","visitante",1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"CLE",FALSE
"210",2022102300,2,1,10,12,98,"EMPTY","3x2",1.88333333333333,"12-15 min","visitante",1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-3,"CLE",TRUE
"211",2022091101,2,1,10,44,54,"I_FORM","2x0",14.8666666666667,"0-3 min","visitante",1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"CLE",FALSE
"212",2022101601,2,3,1,29,81,"SHOTGUN","3x1",0.6,"12-15 min","local",1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,-7,"rival",TRUE
"213",2022101601,4,4,5,15,95,"EMPTY","3x2",6.36666666666667,"6-9 min","local",1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-15,"rival",TRUE
"214",2022101601,4,2,3,24,34,"SHOTGUN","3x1",4.1,"9-12 min","local",1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,-16,"CLE",TRUE
"215",2022091801,4,3,7,39,49,"SHOTGUN","3x1",2.36666666666667,"12-15 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,"rival",TRUE
"216",2022103100,2,1,10,34,76,"SINGLEBACK","2x2",2.88333333333333,"12-15 min","local",1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,8,"rival",FALSE
"217",2022103100,2,1,10,25,35,"SHOTGUN","3x1",13.7333333333333,"0-3 min","local",1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,"CLE",FALSE
"218",2022102300,3,1,10,40,50,"SINGLEBACK","2x2",13.3833333333333,"0-3 min","visitante",1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-3,"CLE",TRUE
"219",2022102300,1,1,10,18,92,"SINGLEBACK","3x1",11.95,"3-6 min","visitante",1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"rival",FALSE
"220",2022091801,3,1,10,20,30,"SINGLEBACK","3x1",5.45,"9-12 min","local",1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"CLE",FALSE
"221",2022091101,4,3,4,17,27,"SHOTGUN","3x1",7.01666666666667,"6-9 min","visitante",1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,"rival",FALSE
"222",2022102300,3,2,5,30,40,"SINGLEBACK","2x2",7.08333333333333,"6-9 min","visitante",1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-10,"CLE",FALSE
"223",2022100201,2,2,11,11,99,"EMPTY","3x2",0.333333333333333,"12-15 min","visitante",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-3,"rival",TRUE
"224",2022092200,2,3,4,27,37,"SHOTGUN","2x2",14.1833333333333,"0-3 min","local",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"CLE",TRUE
"225",2022092200,1,2,10,39,71,"SHOTGUN","3x1",13.6833333333333,"0-3 min","local",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"CLE",TRUE
"226",2022091101,1,2,4,37,47,"SINGLEBACK","2x2",10.1,"3-6 min","visitante",1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"227",2022103100,3,3,6,30,80,"SHOTGUN","2x2",10.35,"3-6 min","local",1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,11,"rival",FALSE
"228",2022092200,2,1,10,40,50,"SINGLEBACK","3x1",13.5666666666667,"0-3 min","local",1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"CLE",FALSE
"229",2022091101,1,2,8,41,51,"SHOTGUN","2x1",2.26666666666667,"12-15 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"230",2022091801,4,1,10,25,85,"SINGLEBACK","2x2",14.3166666666667,"0-3 min","local",1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"CLE",TRUE
"231",2022103100,2,3,4,26,84,"EMPTY","3x2",6.28333333333333,"6-9 min","local",1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,"rival",TRUE
"232",2022092200,3,4,1,36,46,"I_FORM","2x1",4.68333333333333,"9-12 min","local",1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,"rival",FALSE
"233",2022100201,4,2,7,28,82,"SINGLEBACK","2x2",6.63333333333333,"6-9 min","visitante",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"CLE",FALSE
"234",2022103100,4,3,5,40,50,"SINGLEBACK","2x0",5.78333333333333,"9-12 min","local",1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,19,"rival",FALSE
"235",2022101601,4,1,10,17,27,"SHOTGUN","2x2",4.38333333333333,"9-12 min","local",1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,-16,"CLE",TRUE
"236",2022102300,1,3,5,15,95,"SHOTGUN","3x1",1.05,"12-15 min","visitante",1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,"rival",TRUE
"237",2022100902,3,2,10,25,85,"SHOTGUN","2x2",5.13333333333333,"9-12 min","local",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-6,"CLE",TRUE
"238",2022091801,4,3,18,42,52,"SHOTGUN","3x1",4.96666666666667,"9-12 min","local",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,"rival",TRUE
"239",2022092200,1,1,10,23,87,"SINGLEBACK","2x2",11.0666666666667,"3-6 min","local",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"CLE",FALSE
"240",2022100902,3,3,5,11,21,"SHOTGUN","2x2",1.18333333333333,"12-15 min","local",1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-6,"rival",TRUE
"241",2022103100,4,1,5,18,28,"SINGLEBACK","2x1",2.36666666666667,"12-15 min","local",1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,19,"rival",FALSE
"242",2022103100,3,1,10,34,76,"SINGLEBACK","3x1",11.7833333333333,"3-6 min","local",1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,11,"rival",FALSE
"244",2022100201,2,2,7,35,45,"SINGLEBACK","3x1",3.18333333333333,"9-12 min","visitante",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-3,"CLE",FALSE
"245",2022100902,4,1,10,12,98,"SINGLEBACK","3x1",4.25,"9-12 min","local",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,"rival",FALSE
"246",2022100201,4,3,6,44,54,"EMPTY","3x2",3.8,"9-12 min","visitante",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"rival",TRUE
"247",2022103100,4,2,4,23,87,"SINGLEBACK","2x1",13.3666666666667,"0-3 min","local",1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,19,"CLE",FALSE
"248",2022100902,2,1,10,32,42,"SINGLEBACK","2x1",13.4666666666667,"0-3 min","local",1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,"CLE",FALSE
"249",2022100201,1,2,6,12,98,"I_FORM","2x1",3.08333333333333,"9-12 min","visitante",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-3,"CLE",TRUE
"250",2022091101,1,2,20,25,85,"SHOTGUN","2x2",5.78333333333333,"9-12 min","visitante",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"CLE",TRUE
"251",2022100201,4,1,10,38,72,"SINGLEBACK","2x2",6.03333333333333,"6-9 min","visitante",1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,"CLE",FALSE
"252",2022091801,3,1,6,6,104,"SINGLEBACK","2x2",10.8,"3-6 min","local",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"253",2022101601,2,2,7,32,42,"SINGLEBACK","3x1",2.76666666666667,"12-15 min","local",1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-7,"CLE",FALSE
"254",2022103100,2,1,10,37,47,"SHOTGUN","2x2",0.666666666666667,"12-15 min","local",1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,8,"CLE",TRUE
"255",2022092200,4,3,1,29,39,"SINGLEBACK","2x1",15,"0-3 min","local",1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,"CLE",TRUE
"256",2022101601,2,1,10,41,51,"SHOTGUN","3x1",1.5,"12-15 min","local",1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,-7,"CLE",TRUE
"257",2022101601,3,2,10,23,33,"SHOTGUN","2x2",0.0666666666666667,"12-15 min","local",1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,-18,"rival",TRUE
