"","gameId2022091109","gameId2022091802","gameId2022092508","gameId2022100204","gameId2022100909","gameId2022101300","gameId2022102306","gameId2022103009","gameId2022110607","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","offenseFormationWILDCAT","receiverAlignment1x0","receiverAlignment1x1","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_41349","nflId_41475","nflId_41939","nflId_43291","nflId_43484","nflId_45012","nflId_47859","nflId_52474","nflId_53480","nflId_53553","nflId_54481","nflId_43722","nflId_44852","nflId_54846","nflId_43445","nflId_53687","nflId_46362","nflId_53511","nflId_41321","nflId_52516","nflId_41563","nflId_47914","nflId_43339","nflId_54614","nflId_54563","nflId_41707","nflId_42831","nflId_54850","nflId_45005","diferencia","yardlineSide_modcentro","yardlineSide_modrival","yardlineSide_modWAS","isDropback"
"72",0,0,0,0,0,0,0,0,1,0.333333333333333,0.333333333333333,0.346153846153846,0.775510204081633,0.387755102040816,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.841340782122905,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0.485714285714286,0,0,1,0
"73",0,0,0,1,0,0,0,0,0,0.333333333333333,0,0.346153846153846,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0659217877094972,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.542857142857143,0,0,1,0
"74",0,0,0,0,1,0,0,0,0,0.666666666666667,0.666666666666667,0.115384615384615,0.877551020408163,0.561224489795918,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.850279329608939,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0.571428571428571,0,1,0,1
"75",0,0,0,0,0,0,0,1,0,1,0,0.346153846153846,0.591836734693878,0.295918367346939,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.460335195530726,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0.428571428571429,0,1,0,1
"76",0,0,0,1,0,0,0,0,0,1,0,0.346153846153846,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.252513966480447,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.257142857142857,0,0,1,1
"77",1,0,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0,0.673469387755102,0.336734693877551,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.041340782122905,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.742857142857143,0,0,1,0
"78",0,0,0,0,0,1,0,0,0,0.333333333333333,0.333333333333333,0.230769230769231,0.673469387755102,0.663265306122449,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.310614525139665,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0.685714285714286,0,0,1,1
"79",0,0,0,0,1,0,0,0,0,0.666666666666667,0,0.346153846153846,0.653061224489796,0.673469387755102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.356424581005587,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0.571428571428571,0,1,0,0
"80",0,0,1,0,0,0,0,0,0,1,0,0.346153846153846,0.73469387755102,0.36734693877551,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.793296089385475,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0571428571428571,0,1,0,1
"81",0,0,0,1,0,0,0,0,0,0,0.333333333333333,0.230769230769231,0.795918367346939,0.397959183673469,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.646927374301676,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6,0,0,1,1
"82",0,0,0,0,0,0,0,0,1,0,0,0.346153846153846,0.979591836734694,0.489795918367347,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.274860335195531,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0.485714285714286,0,1,0,1
"83",0,0,0,0,0,0,0,0,1,0.333333333333333,0,0.346153846153846,0.408163265306122,0.204081632653061,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.888268156424581,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0.485714285714286,0,0,1,1
"84",1,0,0,0,0,0,0,0,0,0,0,0.346153846153846,0.857142857142857,0.571428571428571,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0592178770949721,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1,0,0
"85",1,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.192307692307692,0.551020408163265,0.275510204081633,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.905027932960894,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1,0,1
"86",0,0,1,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.153846153846154,0.204081632653061,0.102040816326531,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.340782122905028,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"87",0,0,0,0,0,0,1,0,0,0.333333333333333,0,0.346153846153846,0.673469387755102,0.663265306122449,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.279329608938548,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0.571428571428571,0,1,0,0
"88",0,1,0,0,0,0,0,0,0,0.666666666666667,0,0.346153846153846,0.897959183673469,0.551020408163265,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.73072625698324,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.257142857142857,0,0,1,0
"89",0,0,0,0,0,0,0,1,0,1,0.666666666666667,0.461538461538462,0.897959183673469,0.551020408163265,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.54413407821229,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0.428571428571429,0,0,1,1
"90",0,0,1,0,0,0,0,0,0,1,0.333333333333333,0.346153846153846,0.755102040816326,0.622448979591837,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.293854748603352,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0571428571428571,0,0,1,1
"91",0,1,0,0,0,0,0,0,0,0,0.666666666666667,0.192307692307692,0.387755102040816,0.806122448979592,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0111731843575419,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.342857142857143,0,0,1,1
"92",0,0,0,0,0,1,0,0,0,0.333333333333333,0,0.346153846153846,0.612244897959184,0.693877551020408,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.358659217877095,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0.685714285714286,0,0,1,0
"93",0,1,0,0,0,0,0,0,0,0.333333333333333,0,0.346153846153846,0.795918367346939,0.397959183673469,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.343016759776536,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0571428571428571,0,0,1,1
"94",0,1,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.269230769230769,0.836734693877551,0.418367346938776,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.300558659217877,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0571428571428571,0,0,1,1
"95",0,0,0,0,0,1,0,0,0,0.666666666666667,0,0.346153846153846,0.489795918367347,0.244897959183673,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.481564245810056,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.571428571428571,0,0,1,1
"96",0,0,0,1,0,0,0,0,0,1,0.333333333333333,0.0769230769230769,0.73469387755102,0.63265306122449,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0145251396648045,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.257142857142857,0,0,1,1
"97",0,0,0,0,0,0,0,0,1,0.333333333333333,0,0.346153846153846,0.755102040816326,0.622448979591837,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0737430167597765,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0.485714285714286,0,1,0,1
"98",0,0,1,0,0,0,0,0,0,1,0,0.346153846153846,0.775510204081633,0.612244897959184,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.93072625698324,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0571428571428571,0,0,1,1
"99",0,0,0,0,0,0,1,0,0,0.333333333333333,0.333333333333333,0.307692307692308,0.836734693877551,0.581632653061224,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.345251396648045,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0.571428571428571,0,1,0,0
"100",0,0,0,0,0,0,0,1,0,0.333333333333333,0.333333333333333,0.0769230769230769,0.63265306122449,0.683673469387755,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.908379888268156,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0.6,0,0,1,0
"101",0,0,0,0,1,0,0,0,0,0.666666666666667,0,0.346153846153846,0.306122448979592,0.153061224489796,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.994413407821229,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0.571428571428571,0,0,1,1
"102",0,0,1,0,0,0,0,0,0,1,0,0.346153846153846,0.755102040816326,0.622448979591837,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.301675977653631,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0571428571428571,0,0,1,1
"103",0,0,0,0,0,0,1,0,0,1,0.666666666666667,0.307692307692308,0.877551020408163,0.561224489795918,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.143016759776536,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0.742857142857143,0,0,1,1
"104",0,0,0,0,0,0,1,0,0,0.333333333333333,0,0.346153846153846,0.918367346938776,0.540816326530612,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.958659217877095,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0.571428571428571,0,1,0,1
"105",0,0,0,0,0,0,0,1,0,0.666666666666667,0.333333333333333,0.346153846153846,0.469387755102041,0.23469387755102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.431284916201117,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0.714285714285714,0,0,1,1
"106",0,0,1,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0,0.673469387755102,0.336734693877551,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.801117318435754,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,0,0,1,0
"107",1,0,0,0,0,0,0,0,0,0.333333333333333,0,0.346153846153846,0.63265306122449,0.316326530612245,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.954189944134078,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1,0,0
"108",0,0,0,0,1,0,0,0,0,0,0,0.692307692307692,0.183673469387755,0.908163265306122,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.531843575418995,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0.685714285714286,0,0,1,0
"109",0,0,0,1,0,0,0,0,0,1,0,0.346153846153846,0.591836734693878,0.704081632653061,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0212290502793296,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.257142857142857,0,0,1,1
"110",0,0,0,0,0,0,1,0,0,1,0.333333333333333,0.192307692307692,0.571428571428571,0.714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.176536312849162,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0.742857142857143,0,0,1,1
"111",0,0,0,0,0,0,1,0,0,0.666666666666667,0,0.346153846153846,0.755102040816326,0.622448979591837,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.236871508379888,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0.771428571428571,0,1,0,1
"112",0,0,0,1,0,0,0,0,0,1,0.333333333333333,0.153846153846154,0.224489795918367,0.887755102040816,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.116201117318436,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.257142857142857,0,0,1,1
"113",0,1,0,0,0,0,0,0,0,0,0,0.346153846153846,0.0408163265306122,0.979591836734694,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.264804469273743,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,0
"114",0,0,0,0,0,1,0,0,0,0.333333333333333,0,0.346153846153846,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.75195530726257,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0.685714285714286,0,0,1,0
"115",0,0,0,0,0,0,0,1,0,1,0.333333333333333,0.346153846153846,0.959183673469388,0.520408163265306,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.594413407821229,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0.428571428571429,0,0,1,1
"116",0,0,0,1,0,0,0,0,0,1,0,0.346153846153846,0.653061224489796,0.673469387755102,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.959776536312849,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.342857142857143,0,0,1,1
"117",0,1,0,0,0,0,0,0,0,1,0,0.346153846153846,0.857142857142857,0.571428571428571,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.83463687150838,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,1,0,0
"118",0,0,0,0,0,0,0,1,0,0,0.333333333333333,0.269230769230769,0.693877551020408,0.346938775510204,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.815642458100559,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0.685714285714286,0,0,1,0
"119",0,0,0,0,1,0,0,0,0,1,0,0.346153846153846,0.183673469387755,0.908163265306122,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.656983240223464,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0.571428571428571,0,0,1,0
"120",0,0,0,0,0,1,0,0,0,0.666666666666667,0,0.346153846153846,0.693877551020408,0.346938775510204,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.43463687150838,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.571428571428571,0,0,1,0
"121",0,1,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.307692307692308,0.959183673469388,0.479591836734694,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.292737430167598,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.257142857142857,0,1,0,1
"122",0,0,1,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.115384615384615,0.510204081632653,0.255102040816327,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.829050279329609,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"123",0,0,0,1,0,0,0,0,0,1,0,0.346153846153846,0.714285714285714,0.642857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.223463687150838,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.257142857142857,0,0,1,1
"124",0,0,0,0,0,0,0,1,0,1,0.666666666666667,0.0769230769230769,0.346938775510204,0.826530612244898,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.128491620111732,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0.514285714285714,0,0,1,0
"125",0,0,0,0,0,0,1,0,0,0.666666666666667,0,0.346153846153846,0.693877551020408,0.346938775510204,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.926256983240223,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0.571428571428571,0,0,1,0
"126",0,0,0,0,0,0,0,1,0,0,0.666666666666667,0,0.857142857142857,0.571428571428571,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.494972067039106,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0.685714285714286,0,1,0,0
"127",0,0,0,0,0,1,0,0,0,0.333333333333333,0.333333333333333,0.153846153846154,0.571428571428571,0.714285714285714,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.685714285714286,0,0,1,1
"128",0,0,0,1,0,0,0,0,0,0.333333333333333,0,0.346153846153846,0.938775510204082,0.530612244897959,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.644692737430168,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.514285714285714,0,0,1,0
"129",0,1,0,0,0,0,0,0,0,1,0,0.346153846153846,0.571428571428571,0.714285714285714,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.305027932960894,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.257142857142857,0,1,0,1
"130",0,0,1,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.230769230769231,0.469387755102041,0.76530612244898,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.064804469273743,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"131",0,1,0,0,0,0,0,0,0,0.666666666666667,0.666666666666667,0.0384615384615385,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0324022346368715,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,0,1,0
"132",1,0,0,0,0,0,0,0,0,1,0,0.346153846153846,0.183673469387755,0.908163265306122,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.415642458100559,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.628571428571429,0,0,1,1
"133",1,0,0,0,0,0,0,0,0,0,0.333333333333333,0.307692307692308,0.836734693877551,0.581632653061224,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0122905027932961,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1,0,0
"134",1,0,0,0,0,0,0,0,0,0,0.333333333333333,0.346153846153846,0.571428571428571,0.285714285714286,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.277094972067039,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,1
"135",0,1,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0.692307692307692,0.408163265306122,0.204081632653061,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0458100558659218,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0571428571428571,0,0,1,1
"136",0,0,0,1,0,0,0,0,0,1,0.333333333333333,0.153846153846154,0.591836734693878,0.704081632653061,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.227932960893855,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.257142857142857,0,0,1,1
"137",0,0,0,1,0,0,0,0,0,0.666666666666667,0.333333333333333,0.269230769230769,0.530612244897959,0.26530612244898,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.273743016759777,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.457142857142857,0,0,1,1
"138",0,0,1,0,0,0,0,0,0,1,0.333333333333333,0.423076923076923,0.306122448979592,0.153061224489796,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.654748603351955,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0571428571428571,0,1,0,1
"139",0,1,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.346153846153846,0.489795918367347,0.244897959183673,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.912849162011173,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.257142857142857,0,0,1,1
"140",0,1,0,0,0,0,0,0,0,0.666666666666667,0,0.346153846153846,0.326530612244898,0.836734693877551,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0871508379888268,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,0,1,1
"141",0,0,0,0,0,0,1,0,0,0.333333333333333,0.666666666666667,0.192307692307692,0.693877551020408,0.346938775510204,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0636871508379888,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0.571428571428571,0,0,1,1
"142",0,0,0,1,0,0,0,0,0,0.333333333333333,0,0.346153846153846,0.714285714285714,0.642857142857143,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.920670391061453,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.514285714285714,0,0,1,0
"143",0,0,0,0,0,1,0,0,0,0.333333333333333,0.333333333333333,0.192307692307692,0.387755102040816,0.193877551020408,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0592178770949721,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.685714285714286,0,1,0,1
"144",1,0,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0.384615384615385,0.530612244897959,0.73469387755102,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.660335195530726,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"145",0,0,0,0,0,0,0,0,1,0.333333333333333,0,0.346153846153846,0.408163265306122,0.204081632653061,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.456983240223464,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0.485714285714286,0,0,1,1
"146",0,1,0,0,0,0,0,0,0,1,0.666666666666667,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.128491620111732,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.257142857142857,0,1,0,1
