"","gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_43345","nflId_46113","nflId_46276","nflId_47856","nflId_48159","nflId_52451","nflId_52581","nflId_53440","nflId_53468","nflId_53580","nflId_54633","nflId_46522","nflId_40149","nflId_54784","nflId_54668","nflId_48207","nflId_44068","nflId_53646","nflId_53586","nflId_47904","nflId_38553","nflId_54536","nflId_41324","nflId_47815","nflId_53085","nflId_42593","nflId_52457","diferencia","yardlineSide_mod","isDropback"
"123",2022101300,4,1,10,35,45,"SHOTGUN","2x1",5.81666666666667,"9-12 min","local",0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-5,"CHI",FALSE
"124",2022091102,1,1,10,6,104,"SINGLEBACK","3x1",0.566666666666667,"12-15 min","local",1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"CHI",FALSE
"125",2022091102,1,3,8,32,78,"SHOTGUN","3x1",2.85,"12-15 min","local",1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"CHI",TRUE
"126",2022091812,4,2,20,25,35,"SINGLEBACK","2x2",12.8333333333333,"0-3 min","visitante",1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-14,"CHI",FALSE
"127",2022100208,1,2,3,33,43,"SINGLEBACK","2x2",11.1666666666667,"3-6 min","visitante",1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"rival",FALSE
"128",2022110601,1,1,10,25,35,"SHOTGUN","3x1",15,"0-3 min","local",1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"CHI",TRUE
"129",2022101300,4,1,10,34,44,"I_FORM","2x1",12.65,"0-3 min","local",0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,"CHI",FALSE
"130",2022091812,4,1,15,25,85,"I_FORM","2x1",11.3333333333333,"3-6 min","visitante",1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-14,"rival",FALSE
"131",2022101300,2,3,6,29,39,"EMPTY","3x2",0.5,"12-15 min","local",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3,"CHI",TRUE
"132",2022110601,3,3,2,43,67,"SHOTGUN","3x1",0.733333333333333,"12-15 min","local",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-10,"CHI",FALSE
"133",2022103002,1,2,4,32,42,"SHOTGUN","2x2",2.33333333333333,"12-15 min","visitante",0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-14,"rival",FALSE
"134",2022091102,2,3,12,23,33,"SHOTGUN","3x1",9.46666666666667,"3-6 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,"CHI",TRUE
"135",2022110601,2,3,8,16,26,"SHOTGUN","3x1",2,"12-15 min","local",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-11,"rival",TRUE
"136",2022091812,2,2,14,16,94,"SINGLEBACK","2x2",11.3166666666667,"3-6 min","visitante",1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-3,"CHI",FALSE
"138",2022092501,1,2,10,35,75,"I_FORM","2x1",12.2666666666667,"0-3 min","local",1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"139",2022101300,3,2,7,21,89,"SHOTGUN","2x1",9.33333333333333,"3-6 min","local",0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,-3,"CHI",TRUE
"140",2022092501,4,2,8,24,34,"SINGLEBACK","2x2",10.55,"3-6 min","local",1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"CHI",FALSE
"141",2022100208,2,3,6,24,34,"SHOTGUN","2x1",13.2666666666667,"0-3 min","visitante",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,"CHI",TRUE
"142",2022110601,4,4,1,44,54,"SINGLEBACK","2x2",15,"0-3 min","local",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-10,"CHI",FALSE
"143",2022091812,1,1,10,45,55,"SINGLEBACK","2x2",7.1,"6-9 min","visitante",1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3,"CHI",FALSE
"144",2022103002,2,4,2,45,55,"SINGLEBACK","2x2",3.46666666666667,"9-12 min","visitante",0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-21,"CHI",FALSE
"145",2022102400,3,3,10,20,30,"SHOTGUN","2x2",9.93333333333333,"3-6 min","visitante",0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,"rival",TRUE
"146",2022101300,3,1,10,41,51,"SINGLEBACK","3x1",7.68333333333333,"6-9 min","local",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-3,"rival",FALSE
"147",2022101300,2,1,10,40,50,"SHOTGUN","3x1",0.3,"12-15 min","local",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3,"CHI",TRUE
"148",2022110601,4,1,10,15,25,"PISTOL","2x1",7.83333333333333,"6-9 min","local",1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-3,"CHI",TRUE
"149",2022091812,2,1,10,25,85,"SHOTGUN","3x1",0.533333333333333,"12-15 min","visitante",1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-17,"CHI",TRUE
"150",2022100208,3,1,10,25,85,"SINGLEBACK","2x2",15,"0-3 min","visitante",0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,-5,"CHI",TRUE
"151",2022091102,2,1,10,24,34,"SINGLEBACK","3x1",4.7,"9-12 min","local",1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-7,"CHI",TRUE
"152",2022092501,2,1,10,18,92,"PISTOL","3x1",7.43333333333333,"6-9 min","local",1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-4,"CHI",TRUE
"153",2022100904,1,1,15,20,30,"EMPTY","3x2",8.25,"6-9 min","visitante",0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-7,"CHI",TRUE
"154",2022101300,2,3,4,27,37,"SHOTGUN","2x2",2.66666666666667,"12-15 min","local",0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"CHI",TRUE
"155",2022092501,2,2,10,18,92,"SINGLEBACK","3x1",7.35,"6-9 min","local",1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-4,"CHI",TRUE
"156",2022101300,2,1,10,45,65,"SHOTGUN","3x1",0.0833333333333333,"12-15 min","local",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3,"rival",TRUE
"157",2022101300,4,4,16,48,62,"SHOTGUN","2x2",2.56666666666667,"12-15 min","local",0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-5,"rival",TRUE
"158",2022102400,2,3,10,27,37,"SHOTGUN","3x1",13.0166666666667,"0-3 min","visitante",0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,10,"CHI",TRUE
"159",2022103002,4,3,16,35,45,"SHOTGUN","3x1",7.88333333333333,"6-9 min","visitante",0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-20,"rival",TRUE
"160",2022100904,4,2,8,50,60,"EMPTY","3x2",11.9333333333333,"3-6 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,"centro",TRUE
"161",2022091102,1,1,10,30,80,"I_FORM","2x1",3.91666666666667,"9-12 min","local",1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"CHI",TRUE
"162",2022100904,4,1,10,25,85,"EMPTY","3x2",2.43333333333333,"12-15 min","visitante",0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-7,"CHI",TRUE
"163",2022101300,1,1,10,34,76,"SINGLEBACK","2x2",9.26666666666667,"3-6 min","local",0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"CHI",TRUE
"164",2022103002,1,2,10,25,85,"JUMBO","2x2",4.75,"9-12 min","visitante",0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-14,"CHI",FALSE
"165",2022101300,4,2,10,42,68,"SINGLEBACK","3x1",3.26666666666667,"9-12 min","local",0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-5,"rival",FALSE
"166",2022110601,4,3,7,29,39,"SHOTGUN","2x2",5.26666666666667,"9-12 min","local",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-3,"CHI",TRUE
"167",2022110601,1,2,9,27,83,"EMPTY","3x2",0.95,"12-15 min","local",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4,"rival",FALSE
"168",2022100208,2,1,10,41,69,"I_FORM","2x1",11.7166666666667,"3-6 min","visitante",1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,"rival",FALSE
"169",2022100208,1,2,12,14,24,"SHOTGUN","2x2",2.95,"12-15 min","visitante",1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-4,"rival",FALSE
"170",2022110601,4,3,10,42,52,"SHOTGUN","2x2",1.58333333333333,"12-15 min","local",1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-3,"CHI",TRUE
"171",2022092501,4,2,2,16,26,"SINGLEBACK","2x2",11.8666666666667,"3-6 min","local",1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"CHI",FALSE
"172",2022103002,3,1,10,12,98,"SINGLEBACK","2x2",9.8,"3-6 min","visitante",0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,-11,"rival",FALSE
"173",2022102400,3,2,6,35,45,"SHOTGUN","3x1",1.26666666666667,"12-15 min","visitante",0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,12,"rival",TRUE
"174",2022092501,1,3,10,35,75,"SHOTGUN","3x1",12.1666666666667,"0-3 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"175",2022091102,1,1,10,32,78,"SINGLEBACK","3x1",8.46666666666667,"6-9 min","local",1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"CHI",TRUE
"176",2022110601,2,1,10,45,55,"SINGLEBACK","3x1",6.05,"6-9 min","local",1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,-11,"rival",FALSE
"177",2022102400,4,2,1,1,109,"JUMBO","1x1",12.2833333333333,"0-3 min","visitante",0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,12,"rival",FALSE
"178",2022110601,4,1,10,46,56,"SHOTGUN","3x1",14.35,"0-3 min","local",1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-10,"CHI",TRUE
"179",2022092501,4,1,10,22,32,"SHOTGUN","2x2",11.1833333333333,"3-6 min","local",1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"CHI",FALSE
"180",2022091102,4,3,2,18,28,"I_FORM","2x1",12.8333333333333,"0-3 min","local",1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-3,"rival",TRUE
"181",2022092501,2,2,10,44,66,"SINGLEBACK","2x2",4.63333333333333,"9-12 min","local",1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-4,"CHI",FALSE
"182",2022101300,4,2,4,40,50,"SINGLEBACK","2x2",12.0166666666667,"0-3 min","local",0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,"CHI",FALSE
"183",2022110601,4,2,10,46,56,"SHOTGUN","3x1",14.2666666666667,"0-3 min","local",1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-10,"CHI",TRUE
"184",2022100208,4,3,4,33,43,"SHOTGUN","3x1",0.05,"12-15 min","visitante",0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-8,"CHI",TRUE
"185",2022103002,3,1,10,25,35,"I_FORM","1x1",6.85,"6-9 min","visitante",0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,-12,"CHI",TRUE
"186",2022092501,1,1,10,19,29,"SINGLEBACK","3x1",10.0166666666667,"3-6 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,"CHI",FALSE
"187",2022110601,1,2,10,20,90,"SHOTGUN","3x1",11.7,"3-6 min","local",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"rival",TRUE
"188",2022100904,1,3,15,31,79,"EMPTY","3x2",6.25,"6-9 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,"rival",TRUE
"189",2022092501,1,2,11,24,34,"I_FORM","2x1",14.4166666666667,"0-3 min","local",1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"CHI",TRUE
"190",2022103002,2,2,5,19,91,"EMPTY","3x2",0.25,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-14,"rival",FALSE
"191",2022100208,3,3,11,38,72,"SHOTGUN","3x1",4.63333333333333,"9-12 min","visitante",0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-2,"CHI",TRUE
"192",2022102400,3,2,4,43,53,"SHOTGUN","3x1",6.43333333333333,"6-9 min","visitante",0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,9,"rival",FALSE
"193",2022110601,2,1,10,18,28,"I_FORM","2x1",15,"0-3 min","local",1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-4,"rival",TRUE
"194",2022110601,4,1,10,31,79,"SHOTGUN","2x2",13.0333333333333,"0-3 min","local",1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-10,"rival",TRUE
"195",2022091102,2,2,8,8,18,"SHOTGUN","3x1",15,"0-3 min","local",1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"CHI",FALSE
"196",2022092501,1,1,10,27,83,"SHOTGUN","3x1",8.06666666666667,"6-9 min","local",1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,"rival",TRUE
"197",2022110601,2,2,7,42,52,"SHOTGUN","3x1",5.41666666666667,"9-12 min","local",1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-11,"rival",TRUE
"198",2022092501,2,1,10,10,100,"EMPTY","3x2",1.06666666666667,"12-15 min","local",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,"CHI",TRUE
"199",2022092501,4,1,10,45,65,"SHOTGUN","2x2",8.4,"6-9 min","local",1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"200",2022100904,2,3,11,13,97,"SHOTGUN","3x1",14.6,"0-3 min","visitante",0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-11,"CHI",TRUE
"201",2022100208,3,1,10,48,62,"SINGLEBACK","2x2",14.3833333333333,"0-3 min","visitante",0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-5,"CHI",FALSE
"202",2022101300,2,3,3,44,66,"SHOTGUN","3x1",6.23333333333333,"6-9 min","local",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"203",2022103002,2,3,4,47,63,"SHOTGUN","3x1",2.06666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-21,"rival",TRUE
"204",2022100208,3,1,10,33,43,"SHOTGUN","2x2",12.4833333333333,"0-3 min","visitante",0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-5,"rival",FALSE
"205",2022091102,4,1,3,3,13,"SINGLEBACK","2x2",8.03333333333333,"6-9 min","local",1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"rival",FALSE
"206",2022102400,1,1,10,34,76,"SINGLEBACK","3x1",12.9,"0-3 min","visitante",0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"CHI",FALSE
"207",2022100904,4,1,10,46,64,"SHOTGUN","3x1",1.2,"12-15 min","visitante",0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-7,"CHI",TRUE
"208",2022103002,3,1,20,40,70,"SHOTGUN","3x1",0.583333333333333,"12-15 min","visitante",0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,-19,"rival",FALSE
"209",2022102400,2,2,5,30,40,"SHOTGUN","3x1",5.55,"9-12 min","visitante",0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-4,"CHI",FALSE
"210",2022102400,1,2,10,29,39,"I_FORM","2x1",10.4666666666667,"3-6 min","visitante",0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,"rival",FALSE
"211",2022101300,1,3,19,40,70,"SHOTGUN","3x1",11.85,"3-6 min","local",0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"CHI",TRUE
"212",2022100904,3,3,5,25,85,"EMPTY","3x2",1.26666666666667,"12-15 min","visitante",0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-5,"rival",TRUE
"213",2022110601,1,1,10,25,35,"I_FORM","2x1",7.55,"6-9 min","local",1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-4,"CHI",FALSE
"214",2022091812,3,1,10,22,88,"SHOTGUN","3x1",14.9,"0-3 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,"CHI",FALSE
"215",2022101300,4,2,9,23,33,"SHOTGUN","3x1",14.0833333333333,"0-3 min","local",0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,"CHI",FALSE
"216",2022102400,1,3,6,48,62,"SHOTGUN","3x1",5.01666666666667,"9-12 min","visitante",0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,"CHI",TRUE
"217",2022092501,2,2,3,38,72,"SHOTGUN","2x1",5.31666666666667,"9-12 min","local",1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-4,"CHI",FALSE
"218",2022092501,2,2,10,10,100,"EMPTY","3x2",1.01666666666667,"12-15 min","local",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,"CHI",FALSE
"219",2022100904,3,1,10,46,64,"SINGLEBACK","3x1",13.7166666666667,"0-3 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-11,"rival",FALSE
"220",2022102400,2,3,5,50,60,"SHOTGUN","3x1",7.73333333333333,"6-9 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,"centro",TRUE
"221",2022103002,4,4,11,18,28,"SHOTGUN","3x1",5.33333333333333,"9-12 min","visitante",0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-20,"rival",TRUE
"222",2022091812,1,1,10,29,39,"SINGLEBACK","3x1",8.46666666666667,"6-9 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,"CHI",FALSE
"223",2022110601,4,2,8,30,40,"SHOTGUN","3x1",2.16666666666667,"12-15 min","local",1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-3,"CHI",TRUE
"224",2022102400,2,1,10,37,73,"SHOTGUN","3x1",1.53333333333333,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,"rival",FALSE
"225",2022091102,4,2,4,45,55,"SHOTGUN","2x2",14.2833333333333,"0-3 min","local",1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-3,"rival",FALSE
"226",2022102400,1,2,6,38,72,"I_FORM","2x1",12.3333333333333,"0-3 min","visitante",0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"CHI",FALSE
"227",2022092501,4,1,10,12,98,"SINGLEBACK","3x1",1.08333333333333,"12-15 min","local",1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"rival",FALSE
"228",2022103002,2,1,10,37,47,"PISTOL","2x1",5.38333333333333,"9-12 min","visitante",0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,-21,"CHI",FALSE
"229",2022102400,2,2,25,36,74,"EMPTY","3x2",0.4,"12-15 min","visitante",0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,"rival",FALSE
"230",2022092501,4,2,9,44,66,"SINGLEBACK","3x1",7.85,"6-9 min","local",1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"231",2022103002,1,3,4,32,42,"SHOTGUN","3x1",1.63333333333333,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-14,"rival",TRUE
"232",2022103002,3,2,21,14,24,"SHOTGUN","2x2",6.25,"6-9 min","visitante",0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,-12,"CHI",FALSE
"233",2022091812,3,1,10,31,79,"SINGLEBACK","3x1",9.21666666666667,"3-6 min","visitante",1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,"CHI",FALSE
"234",2022101300,3,1,10,38,72,"SINGLEBACK","2x2",8.3,"6-9 min","local",0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-3,"CHI",TRUE
"235",2022100904,3,2,5,18,92,"SHOTGUN","3x1",11.15,"3-6 min","visitante",0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-11,"rival",TRUE
"236",2022100208,3,3,4,30,80,"SHOTGUN","2x1",0.833333333333333,"12-15 min","visitante",0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-5,"CHI",TRUE
"237",2022091812,1,1,10,25,85,"I_FORM","2x1",5.71666666666667,"9-12 min","visitante",1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3,"rival",FALSE
"238",2022091102,4,2,11,12,22,"SHOTGUN","3x1",8.36666666666667,"6-9 min","local",1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"rival",FALSE
"239",2022101300,1,2,5,14,24,"SINGLEBACK","2x2",3.81666666666667,"9-12 min","local",0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"rival",FALSE
"240",2022101300,4,1,10,47,57,"SINGLEBACK","2x2",4.56666666666667,"9-12 min","local",0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,-5,"CHI",FALSE
"241",2022091102,3,1,10,49,59,"SINGLEBACK","2x2",6.43333333333333,"6-9 min","local",1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-10,"CHI",TRUE
"242",2022092501,1,2,11,19,29,"SHOTGUN","3x1",2.9,"12-15 min","local",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,"CHI",TRUE
"243",2022110601,2,1,10,25,85,"SINGLEBACK","2x2",8.41666666666667,"6-9 min","local",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-11,"CHI",TRUE
