"","gameId","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormation","receiverAlignment","gameClock_mod","timeCategory","estadio","nflId_38696","nflId_42348","nflId_44835","nflId_44846","nflId_44849","nflId_46116","nflId_47818","nflId_52524","nflId_52733","nflId_53430","nflId_54530","nflId_42302","nflId_52708","nflId_53454","nflId_45785","nflId_44978","nflId_53643","nflId_53574","nflId_53707","nflId_53474","nflId_41665","nflId_44916","nflId_54619","diferencia","yardlineSide_mod","isDropback"
"133",2022101603,1,1,10,27,37,"SHOTGUN","3x1",10.6,"3-6 min","visitante",0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,"rival",FALSE
"134",2022102304,3,1,10,20,90,"SINGLEBACK","2x2",1.85,"12-15 min","local",0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,4,"JAX",FALSE
"135",2022110604,2,1,10,25,85,"SHOTGUN","2x2",10.85,"3-6 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-17,"JAX",FALSE
"136",2022100903,1,1,10,23,33,"SHOTGUN","3x1",8.98333333333333,"6-9 min","local",1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"JAX",FALSE
"137",2022101603,4,3,13,18,92,"EMPTY","3x2",9.95,"3-6 min","visitante",0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,-5,"JAX",TRUE
"138",2022091803,1,3,5,49,61,"SHOTGUN","3x1",8.8,"6-9 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"139",2022091109,3,1,20,39,49,"SINGLEBACK","3x1",2.6,"12-15 min","visitante",1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-5,"rival",FALSE
"140",2022102304,4,3,1,20,90,"WILDCAT","2x1",12.2333333333333,"0-3 min","local",0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,4,"rival",FALSE
"141",2022100209,3,1,10,17,93,"SHOTGUN","3x1",12.6833333333333,"0-3 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-6,"JAX",TRUE
"142",2022091803,3,1,10,25,85,"SINGLEBACK","2x2",15,"0-3 min","local",0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,17,"JAX",FALSE
"143",2022100903,2,2,1,49,61,"SHOTGUN","2x2",1.43333333333333,"12-15 min","local",0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,-3,"JAX",TRUE
"144",2022100209,4,1,10,20,30,"SHOTGUN","3x1",13.6,"0-3 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,-9,"JAX",FALSE
"145",2022091109,4,1,10,45,65,"I_FORM","2x1",14.3166666666667,"0-3 min","visitante",1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-2,"rival",FALSE
"146",2022103000,1,2,7,41,69,"SHOTGUN","2x2",12.05,"0-3 min","local",1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,"JAX",FALSE
"147",2022110604,3,3,2,41,69,"SHOTGUN","3x1",5.26666666666667,"9-12 min","local",1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,-3,"JAX",TRUE
"148",2022101603,1,1,10,20,30,"PISTOL","2x1",5.96666666666667,"9-12 min","visitante",0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,"rival",FALSE
"149",2022091109,4,2,8,43,67,"SHOTGUN","2x2",13.6666666666667,"0-3 min","visitante",1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,"rival",TRUE
"150",2022100903,1,1,10,32,78,"SHOTGUN","3x1",4.23333333333333,"9-12 min","local",1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"151",2022102304,1,3,2,28,82,"EMPTY","3x2",1.93333333333333,"12-15 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"rival",FALSE
"152",2022103000,3,2,15,34,44,"SHOTGUN","3x1",0.383333333333333,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-4,"JAX",TRUE
"153",2022101603,2,1,10,25,35,"SINGLEBACK","3x1",13.9333333333333,"0-3 min","visitante",0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,4,"JAX",TRUE
"154",2022103000,3,2,5,48,58,"SHOTGUN","2x2",13.0333333333333,"0-3 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,3,"JAX",TRUE
"155",2022100903,4,3,2,22,88,"SHOTGUN","3x1",2.7,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-7,"JAX",TRUE
"156",2022091803,3,2,5,19,29,"SINGLEBACK","3x1",3.41666666666667,"9-12 min","local",1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,17,"rival",FALSE
"157",2022110604,3,1,10,14,24,"SHOTGUN","3x1",12.1,"0-3 min","local",0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,-10,"rival",TRUE
"158",2022091803,2,1,10,37,47,"SINGLEBACK","2x2",8.03333333333333,"6-9 min","local",1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,"rival",FALSE
"159",2022102304,4,2,10,41,69,"SHOTGUN","3x1",14.5,"0-3 min","local",0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,4,"rival",TRUE
"160",2022110604,3,2,2,6,16,"SHOTGUN","3x1",0.7,"12-15 min","local",1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,-3,"rival",FALSE
"161",2022101603,3,1,15,22,88,"SHOTGUN","2x2",11.6,"3-6 min","visitante",0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,"rival",TRUE
"162",2022102304,4,2,15,20,30,"SHOTGUN","2x2",5.45,"9-12 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-3,"JAX",TRUE
"163",2022100903,4,1,10,35,75,"SHOTGUN","2x2",0.133333333333333,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-7,"JAX",TRUE
"164",2022100209,2,1,10,25,35,"SHOTGUN","2x2",9.21666666666667,"3-6 min","visitante",0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,7,"JAX",TRUE
"165",2022102304,2,1,10,14,24,"SHOTGUN","2x2",14.2166666666667,"0-3 min","local",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"rival",TRUE
"166",2022091109,1,1,10,25,85,"SINGLEBACK","3x1",7.6,"6-9 min","visitante",1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-4,"JAX",FALSE
"167",2022092509,3,4,1,6,16,"JUMBO","2x2",2.66666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,13,"rival",FALSE
"168",2022102304,4,1,10,45,55,"SHOTGUN","2x2",0.583333333333333,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-6,"JAX",TRUE
"169",2022100209,1,2,5,20,30,"SHOTGUN","3x1",5.36666666666667,"9-12 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,7,"rival",FALSE
"170",2022102304,2,2,10,17,27,"SHOTGUN","3x1",3.58333333333333,"9-12 min","local",1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,"rival",FALSE
"171",2022103000,3,2,14,45,65,"SHOTGUN","2x2",11.0666666666667,"3-6 min","local",1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,"rival",TRUE
"172",2022091109,3,1,10,16,26,"SHOTGUN","2x2",10.2166666666667,"3-6 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-11,"rival",TRUE
"173",2022102304,2,4,3,50,60,"SHOTGUN","2x2",0.133333333333333,"12-15 min","local",0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,-2,"centro",TRUE
"174",2022100903,1,2,8,45,65,"SINGLEBACK","2x2",7.93333333333333,"6-9 min","local",1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"rival",TRUE
"175",2022091109,2,1,10,34,44,"SHOTGUN","2x2",1.36666666666667,"12-15 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-11,"JAX",TRUE
"176",2022100209,3,1,10,19,29,"SINGLEBACK","2x2",5.03333333333333,"9-12 min","visitante",0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,-6,"rival",FALSE
"177",2022110604,2,3,1,14,24,"SHOTGUN","3x1",5.6,"9-12 min","local",0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,-17,"rival",FALSE
"178",2022100903,2,2,7,40,50,"SINGLEBACK","3x1",8.91666666666667,"6-9 min","local",0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"179",2022092509,1,1,10,29,39,"PISTOL","2x1",2.66666666666667,"12-15 min","visitante",1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",TRUE
"180",2022100209,2,3,10,25,35,"SHOTGUN","3x1",9.13333333333333,"3-6 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,7,"JAX",FALSE
"181",2022101603,4,1,10,21,89,"SHOTGUN","3x1",11.2666666666667,"3-6 min","visitante",0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,-5,"JAX",FALSE
"182",2022100903,1,1,10,20,30,"SINGLEBACK","2x2",13.9666666666667,"0-3 min","local",0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"JAX",FALSE
"183",2022100209,1,3,5,25,85,"SHOTGUN","3x1",7.11666666666667,"6-9 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,7,"JAX",TRUE
"184",2022092509,3,2,5,34,44,"SHOTGUN","2x2",6.55,"6-9 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,13,"rival",TRUE
"185",2022091803,3,4,1,5,15,"SINGLEBACK","3x1",0.366666666666667,"12-15 min","local",1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,17,"rival",TRUE
"187",2022100903,1,3,9,21,31,"SHOTGUN","2x2",12.65,"0-3 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"JAX",TRUE
"188",2022091803,4,3,9,33,77,"SHOTGUN","3x1",1.26666666666667,"12-15 min","local",0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,24,"rival",FALSE
"189",2022102304,4,1,10,41,69,"SHOTGUN","3x1",14.5833333333333,"0-3 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,4,"rival",TRUE
"190",2022100903,4,1,10,28,82,"SHOTGUN","2x2",2.3,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-7,"JAX",TRUE
"191",2022101603,1,2,9,26,36,"SINGLEBACK","2x2",9.98333333333333,"3-6 min","visitante",0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"rival",TRUE
"192",2022091803,1,1,10,16,94,"SHOTGUN","2x2",3.81666666666667,"9-12 min","local",1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"193",2022110604,1,2,10,8,18,"SHOTGUN","3x1",4.58333333333333,"9-12 min","local",0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,-7,"JAX",FALSE
"194",2022103000,4,1,10,11,21,"SHOTGUN","2x1",5.76666666666667,"9-12 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-4,"rival",FALSE
"195",2022100209,3,1,10,40,50,"SHOTGUN","3x1",7.06666666666667,"6-9 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,-6,"rival",FALSE
"196",2022103000,2,1,1,1,109,"SHOTGUN","2x2",12.8,"0-3 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,7,"rival",TRUE
"197",2022110604,2,2,10,23,33,"SHOTGUN","3x1",6.31666666666667,"6-9 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-17,"rival",TRUE
"198",2022103000,2,3,9,38,72,"SHOTGUN","2x2",1.33333333333333,"12-15 min","local",0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,3,"rival",TRUE
"199",2022100903,4,4,1,38,48,"SHOTGUN","2x2",12.5666666666667,"0-3 min","local",1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"rival",FALSE
"200",2022101603,4,2,12,19,91,"SHOTGUN","3x1",10.5833333333333,"3-6 min","visitante",0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,-5,"JAX",TRUE
"201",2022092509,3,3,1,6,16,"I_FORM","2x1",3.3,"9-12 min","visitante",1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,13,"rival",FALSE
"202",2022092509,4,3,6,46,56,"SHOTGUN","3x1",10.7833333333333,"3-6 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,21,"JAX",TRUE
"203",2022110604,2,2,16,47,57,"SHOTGUN","2x2",8.26666666666667,"6-9 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-17,"rival",TRUE
"204",2022100209,3,1,10,28,82,"SHOTGUN","2x2",9.7,"3-6 min","visitante",1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,-6,"JAX",FALSE
"205",2022092509,1,2,5,31,79,"SHOTGUN","2x2",8.78333333333333,"6-9 min","visitante",1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"JAX",FALSE
"206",2022103000,2,1,10,27,37,"SHOTGUN","3x1",10.8666666666667,"3-6 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,7,"JAX",TRUE
"207",2022101603,4,1,10,49,61,"SHOTGUN","3x1",7.56666666666667,"6-9 min","visitante",0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,-5,"JAX",TRUE
"208",2022091109,4,1,10,31,79,"I_FORM","2x1",13,"0-3 min","visitante",1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-2,"rival",TRUE
"209",2022091109,1,1,10,50,60,"SINGLEBACK","3x1",14.2333333333333,"0-3 min","visitante",0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"centro",TRUE
"210",2022100209,1,2,5,45,65,"SHOTGUN","2x2",0.6,"12-15 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,14,"JAX",TRUE
"211",2022100209,1,2,5,28,82,"PISTOL","2x2",14.3166666666667,"0-3 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"JAX",TRUE
"212",2022103000,4,2,3,4,14,"SHOTGUN","2x2",5.16666666666667,"9-12 min","local",0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,-4,"rival",FALSE
"213",2022101603,4,1,4,4,14,"SHOTGUN","3x1",2.8,"12-15 min","visitante",0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,-5,"rival",TRUE
"214",2022102304,2,1,25,34,76,"SINGLEBACK","3x1",4.26666666666667,"9-12 min","local",0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,"JAX",TRUE
"215",2022103000,1,2,2,41,69,"SINGLEBACK","3x1",2.7,"12-15 min","local",0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,7,"JAX",FALSE
"216",2022092509,4,2,10,42,52,"SHOTGUN","2x2",11.4333333333333,"3-6 min","visitante",1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,21,"JAX",TRUE
"217",2022091803,2,2,8,36,74,"SHOTGUN","2x2",10.4,"3-6 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,"JAX",TRUE
"218",2022103000,4,1,10,22,32,"SHOTGUN","2x1",6.4,"6-9 min","local",0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,-4,"rival",FALSE
"219",2022100209,2,2,10,25,35,"SHOTGUN","2x2",3.85,"9-12 min","visitante",1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,"JAX",FALSE
"220",2022103000,1,3,6,22,32,"SHOTGUN","3x1",7.76666666666667,"6-9 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"rival",TRUE
"221",2022103000,2,2,2,43,67,"SHOTGUN","3x1",1.55,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,3,"rival",TRUE
"222",2022103000,1,2,8,21,89,"SHOTGUN","2x2",4.46666666666667,"9-12 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,7,"JAX",TRUE
"223",2022103000,1,1,10,42,52,"SHOTGUN","3x1",1.33333333333333,"12-15 min","local",0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,7,"rival",FALSE
"224",2022100903,1,2,8,5,15,"SINGLEBACK","2x2",9.51666666666667,"3-6 min","local",1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"JAX",FALSE
"225",2022101603,3,1,10,25,35,"SHOTGUN","2x2",15,"0-3 min","visitante",0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,"JAX",FALSE
"226",2022100209,1,2,3,27,83,"SINGLEBACK","3x1",7.83333333333333,"6-9 min","visitante",0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,"JAX",FALSE
"227",2022091803,4,2,11,12,22,"EMPTY","3x2",9.91666666666667,"3-6 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,"JAX",TRUE
"228",2022100903,4,3,7,44,54,"SHOTGUN","2x2",13.05,"0-3 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"rival",TRUE
"229",2022102304,4,3,10,25,35,"SHOTGUN","3x1",0.916666666666667,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-6,"JAX",TRUE
"230",2022110604,3,1,10,28,38,"EMPTY","3x2",13.95,"0-3 min","local",1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,-10,"rival",TRUE
"231",2022091803,3,1,10,50,60,"EMPTY","3x2",4.78333333333333,"9-12 min","local",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,17,"centro",TRUE
"232",2022110604,2,1,1,1,11,"SHOTGUN","3x1",4.93333333333333,"9-12 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-17,"rival",FALSE
"233",2022110604,2,2,4,38,48,"SHOTGUN","2x2",0.35,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-13,"rival",TRUE
"234",2022091109,4,1,10,25,35,"SHOTGUN","3x1",9.6,"3-6 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,"JAX",FALSE
"235",2022091109,3,3,6,25,35,"SHOTGUN","3x1",1.4,"12-15 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,"rival",TRUE
"236",2022101603,4,2,4,45,55,"SHOTGUN","3x1",7.01666666666667,"6-9 min","visitante",0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,-5,"rival",FALSE
"237",2022091109,2,3,19,19,91,"SHOTGUN","3x1",0.45,"12-15 min","visitante",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-11,"rival",TRUE
"238",2022100209,1,1,10,25,35,"SHOTGUN","3x1",5.98333333333333,"9-12 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,7,"rival",FALSE
"239",2022101603,3,1,10,30,40,"SINGLEBACK","3x1",4.98333333333333,"9-12 min","visitante",0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,2,"JAX",TRUE
"240",2022092509,1,1,10,47,63,"SHOTGUN","2x1",4.73333333333333,"9-12 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"JAX",TRUE
"241",2022092509,1,2,5,24,34,"SHOTGUN","3x1",1.96666666666667,"12-15 min","visitante",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"rival",FALSE
"242",2022110604,4,1,10,34,44,"EMPTY","3x2",5.61666666666667,"9-12 min","local",0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,4,"JAX",TRUE
"243",2022100903,4,3,15,15,95,"SHOTGUN","3x1",10.2,"3-6 min","local",0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,"JAX",TRUE
"244",2022092509,3,2,8,42,68,"PISTOL","2x2",9.13333333333333,"3-6 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,13,"JAX",TRUE
"245",2022100903,4,2,2,22,88,"SHOTGUN","3x1",2.73333333333333,"12-15 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-7,"JAX",TRUE
"246",2022110604,2,1,10,23,33,"SHOTGUN","3x1",6.96666666666667,"6-9 min","local",1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,-17,"rival",FALSE
"247",2022100903,2,1,10,23,87,"SINGLEBACK","3x1",3.28333333333333,"9-12 min","local",0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-3,"JAX",FALSE
"248",2022100209,1,1,10,40,70,"SHOTGUN","2x2",1.23333333333333,"12-15 min","visitante",1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,14,"JAX",FALSE
"249",2022091803,1,1,10,46,56,"SHOTGUN","3x1",10.0666666666667,"3-6 min","local",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"JAX",TRUE
"250",2022102304,3,2,2,3,13,"SINGLEBACK","3x1",13.25,"0-3 min","local",0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,-2,"rival",FALSE
"251",2022100209,4,2,10,32,42,"SHOTGUN","2x2",8.65,"6-9 min","visitante",1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-15,"JAX",TRUE
"252",2022103000,3,1,10,41,69,"PISTOL","2x2",11.7833333333333,"3-6 min","local",0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,3,"rival",TRUE
"253",2022110604,1,2,8,29,81,"SINGLEBACK","3x1",10.9833333333333,"3-6 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"rival",FALSE
"254",2022091109,3,2,10,32,78,"SINGLEBACK","3x1",5.5,"9-12 min","visitante",0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-5,"JAX",FALSE
"255",2022092509,4,1,9,9,101,"SHOTGUN","3x1",6.36666666666667,"6-9 min","visitante",0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,21,"rival",FALSE
"256",2022091109,2,2,10,25,35,"SHOTGUN","3x1",11.6833333333333,"3-6 min","visitante",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-11,"JAX",FALSE
"257",2022091803,1,2,5,49,61,"SINGLEBACK","3x1",9.45,"3-6 min","local",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"258",2022101603,3,1,10,48,62,"SHOTGUN","3x1",14.2833333333333,"0-3 min","visitante",0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,"rival",FALSE
"259",2022110604,1,3,1,17,27,"I_FORM","2x1",3.86666666666667,"9-12 min","local",1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,-7,"JAX",FALSE
"260",2022100209,3,2,11,27,83,"SHOTGUN","2x2",9.1,"3-6 min","visitante",1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,-6,"JAX",TRUE
"261",2022110604,1,1,10,8,18,"SINGLEBACK","2x2",4.66666666666667,"9-12 min","local",0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,-7,"JAX",TRUE
"262",2022100903,1,2,7,16,94,"SHOTGUN","3x1",2.93333333333333,"12-15 min","local",1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"rival",FALSE
"263",2022100903,3,2,8,27,37,"SHOTGUN","2x2",14.4666666666667,"0-3 min","local",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"JAX",TRUE
