"","gameId2022091110","gameId2022091500","gameId2022092502","gameId2022100213","gameId2022101000","gameId2022101610","gameId2022102310","gameId2022110610","quarter","down","yardsToGo","yardlineNumber","absoluteYardlineNumber","offenseFormationEMPTY","offenseFormationI_FORM","offenseFormationJUMBO","offenseFormationPISTOL","offenseFormationSHOTGUN","offenseFormationSINGLEBACK","offenseFormationWILDCAT","receiverAlignment1x0","receiverAlignment1x1","receiverAlignment2x0","receiverAlignment2x1","receiverAlignment2x2","receiverAlignment3x1","receiverAlignment3x2","receiverAlignment4x1","gameClock_mod","timeCategory0.3.min","timeCategory12.15.min","timeCategory3.6.min","timeCategory6.9.min","timeCategory9.12.min","estadiolocal","estadiovisitante","nflId_40011","nflId_43367","nflId_44822","nflId_44874","nflId_45695","nflId_46152","nflId_46243","nflId_47839","nflId_52440","nflId_53492","nflId_53655","nflId_54519","nflId_48683","nflId_53591","nflId_46213","nflId_41325","nflId_42511","nflId_54716","nflId_47999","nflId_33138","nflId_46143","nflId_52618","nflId_45369","nflId_53449","diferencia","yardlineSide_modcentro","yardlineSide_modKC","yardlineSide_modrival","isDropback"
"80",0,0,0,0,0,0,1,0,0.75,0.333333333333333,1,0.816326530612245,0.408163265306122,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.459308807134894,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.775,0,1,0,1
"81",0,0,0,0,0,0,0,1,0,0,0.473684210526316,0.448979591836735,0.224489795918367,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.670011148272018,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0.425,0,0,1,0
"82",0,0,1,0,0,0,0,0,0.25,0.333333333333333,1,0.714285714285714,0.357142857142857,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0189520624303233,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.525,0,1,0,0
"83",0,1,0,0,0,0,0,0,0.75,0.666666666666667,0.421052631578947,0.326530612244898,0.836734693877551,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.232998885172798,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.6,0,0,1,1
"84",0,0,0,0,0,0,1,0,0,0.666666666666667,0.157894736842105,0.244897959183673,0.877551020408163,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.17948717948718,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.175,0,0,1,1
"85",0,0,0,0,0,1,0,0,0,0.333333333333333,0.315789473684211,0.387755102040816,0.806122448979592,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.374581939799331,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.425,0,0,1,1
"86",1,0,0,0,0,0,0,0,0.5,0,0.473684210526316,0.795918367346939,0.602040816326531,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.763656633221851,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.825,0,0,1,0
"87",0,0,0,0,1,0,0,0,0.5,0.333333333333333,0.368421052631579,0.959183673469388,0.479591836734694,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.846153846153846,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.175,0,1,0,1
"88",0,0,0,0,0,0,1,0,0,0,0.473684210526316,0.530612244897959,0.26530612244898,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.424749163879599,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.175,0,1,0,1
"89",1,0,0,0,0,0,0,0,0,0.666666666666667,0.315789473684211,0.530612244897959,0.26530612244898,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.696767001114827,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.425,0,0,1,1
"90",0,0,0,0,0,1,0,0,0.5,0,0.473684210526316,0.326530612244898,0.836734693877551,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.460423634336678,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,1,0,1
"91",0,1,0,0,0,0,0,0,0.5,0,0.473684210526316,0.714285714285714,0.357142857142857,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.263099219620959,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.35,0,0,1,1
"92",0,1,0,0,0,0,0,0,0.25,0,0.473684210526316,0.489795918367347,0.244897959183673,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.996655518394649,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.175,0,1,0,1
"93",0,0,0,0,0,0,0,1,0.5,0.666666666666667,0.368421052631579,0.571428571428571,0.285714285714286,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.361204013377926,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.225,0,0,1,1
"94",0,0,0,0,0,0,0,1,0.75,0,0.473684210526316,0.714285714285714,0.357142857142857,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.115942028985507,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.425,0,1,0,1
"95",1,0,0,0,0,0,0,0,0.25,0.333333333333333,0.421052631578947,0.510204081632653,0.255102040816327,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.827201783723523,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.6,0,1,0,1
"96",0,0,0,0,1,0,0,0,0.25,0,0.473684210526316,0.448979591836735,0.775510204081633,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.414715719063545,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
"97",0,0,0,0,0,1,0,0,0.25,0,0.473684210526316,0.673469387755102,0.663265306122449,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.137123745819398,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.525,0,1,0,1
"98",0,0,0,0,1,0,0,0,0,0,0.473684210526316,0.448979591836735,0.224489795918367,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.286510590858417,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,0,0,1,1
"99",0,0,0,0,0,0,0,1,0.5,0,0.473684210526316,0.408163265306122,0.795918367346939,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.649944258639911,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,1,0,1
"100",1,0,0,0,0,0,0,0,0.5,0,0.473684210526316,0.26530612244898,0.86734693877551,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.392419175027871,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
"101",0,0,1,0,0,0,0,0,0.5,0,0.473684210526316,0.469387755102041,0.76530612244898,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.768115942028985,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.525,0,0,1,1
"102",0,1,0,0,0,0,0,0,0.5,0,0.105263157894737,0.0408163265306122,0.0204081632653061,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0813823857302118,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.35,0,0,1,0
"103",0,1,0,0,0,0,0,0,0.25,0,0.789473684210526,0.122448979591837,0.0612244897959184,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0512820512820513,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,1,0,1
"104",0,0,0,1,0,0,0,0,0.25,0.666666666666667,0.0526315789473684,0.142857142857143,0.928571428571429,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.861761426978818,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.7,0,0,1,1
"105",0,0,0,0,0,0,0,1,0,0.666666666666667,0.315789473684211,0.938775510204082,0.530612244897959,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.172798216276477,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0,1,0,1
"106",0,0,0,0,0,0,0,1,0.75,0.333333333333333,0.473684210526316,0.755102040816326,0.377551020408163,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.520624303232999,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.225,0,1,0,1
"107",0,0,0,0,0,0,0,1,0.75,0,0.473684210526316,0.122448979591837,0.0612244897959184,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.658862876254181,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.225,0,1,0,1
"108",1,0,0,0,0,0,0,0,0,0,0.473684210526316,0.857142857142857,0.428571428571429,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.425863991081382,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.6,0,0,1,0
"109",0,0,0,0,1,0,0,0,0.5,0,0.473684210526316,0.714285714285714,0.357142857142857,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.919732441471572,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.175,0,1,0,1
"110",0,0,0,1,0,0,0,0,0.25,0,0.473684210526316,0.836734693877551,0.418367346938776,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.00111482720178372,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7,0,1,0,1
"111",0,0,0,0,0,0,0,1,0,0.333333333333333,0.473684210526316,0.428571428571429,0.214285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.139353400222965,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,1,1
"112",1,0,0,0,0,0,0,0,0.5,0.333333333333333,0.368421052631579,0.224489795918367,0.887755102040816,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.317725752508361,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
"113",0,0,0,0,0,1,0,0,0.25,0.666666666666667,0.473684210526316,0.0408163265306122,0.979591836734694,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.344481605351171,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.525,0,1,0,1
"114",1,0,0,0,0,0,0,0,0.25,0.666666666666667,0.157894736842105,0.102040816326531,0.948979591836735,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.542920847268673,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6,0,0,1,0
"115",0,0,0,0,0,0,0,1,0.75,0,0.473684210526316,0.204081632653061,0.102040816326531,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.928651059085842,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.225,0,1,0,1
"116",0,0,0,0,0,0,0,1,0.75,1,0,0.897959183673469,0.448979591836735,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.064659977703456,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.425,0,1,0,0
"117",0,0,0,1,0,0,0,0,0,0,0.473684210526316,0.408163265306122,0.204081632653061,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.995540691192865,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0,0,1,0
"118",1,0,0,0,0,0,0,0,0.5,0.333333333333333,0.473684210526316,0.795918367346939,0.602040816326531,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.722408026755853,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.825,0,0,1,1
"119",0,0,0,0,1,0,0,0,0.25,0,0.421052631578947,0.163265306122449,0.918367346938776,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.37123745819398,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
"120",0,0,0,0,0,0,1,0,0,0.333333333333333,0.473684210526316,0.36734693877551,0.816326530612245,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.236343366778149,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.175,0,0,1,0
"121",0,0,0,0,0,1,0,0,0,0,0.473684210526316,0.530612244897959,0.26530612244898,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.581939799331104,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0,1,0,1
"122",0,0,0,0,0,0,0,1,0,0,0.473684210526316,0.510204081632653,0.744897959183674,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.994425863991081,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.425,0,1,0,1
"123",1,0,0,0,0,0,0,0,0.75,0,0.473684210526316,0.897959183673469,0.551020408163265,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.804905239687848,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0.975,0,1,0,0
"124",1,0,0,0,0,0,0,0,0,0,0.473684210526316,0.63265306122449,0.683673469387755,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.465997770345596,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.6,0,1,0,1
"125",1,0,0,0,0,0,0,0,0.25,0,0.473684210526316,0.489795918367347,0.244897959183673,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.871794871794872,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0,1,0,0
"126",0,0,0,0,0,0,0,1,0,0,0.473684210526316,0.714285714285714,0.642857142857143,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.911928651059086,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.425,0,1,0,1
"127",0,0,0,0,1,0,0,0,0,0,0.473684210526316,0.918367346938776,0.540816326530612,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.448160535117057,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.25,0,1,0,0
"128",0,1,0,0,0,0,0,0,0,0.666666666666667,0.0526315789473684,0.836734693877551,0.418367346938776,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.765886287625418,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.425,0,0,1,0
"129",0,0,0,0,0,0,0,1,0.75,0.666666666666667,0.421052631578947,0.26530612244898,0.86734693877551,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.202898550724638,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.225,0,0,1,1
"130",0,0,1,0,0,0,0,0,0.75,0.666666666666667,0.315789473684211,0.306122448979592,0.153061224489796,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.585284280936455,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.525,0,0,1,1
"131",0,0,0,0,0,1,0,0,0.25,0,0.473684210526316,0.653061224489796,0.673469387755102,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.818283166109253,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,1,0,1
"132",1,0,0,0,0,0,0,0,0.25,0,0.473684210526316,0.510204081632653,0.744897959183674,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.687848383500557,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,1
"133",0,0,0,1,0,0,0,0,0.75,0.333333333333333,0.157894736842105,0.306122448979592,0.153061224489796,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.778149386845039,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.775,0,0,1,0
"134",0,0,0,0,1,0,0,0,0.5,0,0.473684210526316,0.306122448979592,0.846938775510204,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.306577480490524,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.35,0,0,1,1
"135",0,1,0,0,0,0,0,0,0.25,0.333333333333333,0.0526315789473684,0.551020408163265,0.275510204081633,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.453734671125975,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,1,0,0
"136",0,0,0,0,1,0,0,0,0.25,0,0.473684210526316,0.673469387755102,0.663265306122449,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.496098104793757,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"137",0,0,0,0,0,0,0,1,0,0,0.473684210526316,0.428571428571429,0.214285714285714,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.1438127090301,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0,0,1,1
"138",0,0,0,0,0,0,1,0,0,0.333333333333333,0.368421052631579,0.530612244897959,0.26530612244898,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.64659977703456,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0.35,0,1,0,1
"139",0,0,0,1,0,0,0,0,0.5,0.666666666666667,0.210526315789474,0.408163265306122,0.795918367346939,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.472686733556299,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.775,0,0,1,1
"140",1,0,0,0,0,0,0,0,0.5,0,0.473684210526316,0.673469387755102,0.336734693877551,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.586399108138239,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"141",0,0,0,1,0,0,0,0,0.5,0.333333333333333,0.473684210526316,0.591836734693878,0.704081632653061,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.821627647714604,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.7,0,0,1,0
"142",0,0,0,0,1,0,0,0,0.5,0.333333333333333,0.157894736842105,0.0612244897959184,0.969387755102041,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.635451505016722,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.175,0,0,1,1
"143",0,0,0,0,0,0,1,0,0.5,0,0.473684210526316,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.510590858416945,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.55,0,1,0,0
"144",0,0,0,0,0,0,1,0,0.75,0,0.473684210526316,0.469387755102041,0.76530612244898,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.810479375696767,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.55,0,0,1,0
"145",0,0,0,0,0,0,1,0,0.25,0,0.473684210526316,0.183673469387755,0.908163265306122,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.801560758082497,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.275,0,1,0,0
"146",0,0,0,0,1,0,0,0,0.25,0.333333333333333,0,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.457079152731327,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"147",0,1,0,0,0,0,0,0,0.5,0.666666666666667,0,0.755102040816326,0.622448979591837,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.338907469342252,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.35,0,1,0,1
"148",1,0,0,0,0,0,0,0,0.75,0,0.473684210526316,0.673469387755102,0.663265306122449,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.852842809364548,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0.975,0,1,0,0
"149",0,0,1,0,0,0,0,0,0.75,0,0.473684210526316,0.591836734693878,0.704081632653061,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0167224080267559,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.35,0,1,0,1
"150",0,0,0,0,0,0,0,1,0.5,0.666666666666667,0,0.591836734693878,0.704081632653061,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.595317725752508,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.225,0,1,0,1
"151",0,0,0,0,1,0,0,0,0.75,0.333333333333333,0.0526315789473684,0.775510204081633,0.612244897959184,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.241917502787068,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.45,0,1,0,0
"152",0,0,0,0,1,0,0,0,0.5,0,0.473684210526316,0.571428571428571,0.714285714285714,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.811594202898551,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0.175,0,0,1,0
"153",0,0,0,0,0,0,1,0,0.5,0.666666666666667,1,0.755102040816326,0.377551020408163,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.288740245261984,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.55,0,0,1,1
"154",0,0,0,1,0,0,0,0,0.5,0,0.473684210526316,0.489795918367347,0.244897959183673,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7,0,1,0,1
"155",0,0,0,0,0,0,0,1,0.25,0.666666666666667,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0345596432552954,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,1,0,0,1
"156",0,0,0,0,0,0,1,0,0.5,0.666666666666667,0.0526315789473684,0.857142857142857,0.428571428571429,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.345596432552954,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.55,0,0,1,1
"157",0,0,0,1,0,0,0,0,0.5,0.333333333333333,0.0526315789473684,0.959183673469388,0.479591836734694,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.923076923076923,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0,1,0,0
"158",0,1,0,0,0,0,0,0,0.5,0.666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0301003344481605,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.35,0,0,1,1
"159",0,0,0,0,1,0,0,0,0.75,0.333333333333333,0.105263157894737,0.959183673469388,0.520408163265306,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.857302118171683,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.45,0,1,0,0
"160",0,1,0,0,0,0,0,0,0,0,0.473684210526316,0.489795918367347,0.755102040816326,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0,1,0,0
"161",0,0,0,0,0,1,0,0,0,0,0.473684210526316,0.938775510204082,0.530612244897959,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.536231884057971,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0,0,1,1
